RefDes 	Name     	Pattern           	Center X (mm) 	Center Y (mm) 	Side   	Rotation 	Value          	Description 	Manufacturer c-r 
FD1    	FIDUCIAL 	FIDUCIAL_S4C      	156.436       	90.091        	Top    	90.0     	               	            	                 
FD2    	FIDUCIAL 	FIDUCIAL_S4C      	123.421       	68.108        	Top    	90.0     	               	            	                 
FD3    	FIDUCIAL 	FIDUCIAL_S4C      	155.96        	66.76         	Top    	90.0     	               	            	                 
FD4    	FIDUCIAL 	FIDUCIAL_S4C      	149.193       	93.602        	Bottom 	270.0    	               	            	                 
FD5    	FIDUCIAL 	FIDUCIAL_S4C      	122.137       	89.967        	Bottom 	270.0    	               	            	                 
FD6    	FIDUCIAL 	FIDUCIAL_S4C      	122.366       	67.1          	Bottom 	270.0    	               	            	                 
Q1     	TRF0002  	SOT23_S4C         	136.734       	93.475        	Top    	0.0      	BSS84.215      	            	                 
Q2     	TRF0001  	SOT23_S4C         	131.911       	70.328        	Top    	180.0    	NX7002AK       	            	                 
Q3     	TRF0001  	SOT23_S4C         	131.92        	73.862        	Top    	180.0    	NX7002AK       	            	                 
Q4     	TRF0001  	SOT23_S4C         	146.419       	84.929        	Bottom 	180.0    	NX7002AK       	            	                 
Q5     	TRF0001  	SOT23_S4C         	136.698       	93.121        	Bottom 	0.0      	NX7002AK       	            	                 
R1     	REA1003  	RES_0603_S4C      	155.121       	89.213        	Bottom 	270.0    	100kR 1%       	            	                 
R2     	REA1002  	RES_0603_S4C      	155.84        	73.571        	Bottom 	270.0    	10kR 1%        	            	                 
R3     	REA1002  	RES_0603_S4C      	140.353       	94.127        	Top    	0.0      	10kR 1%        	            	                 
R4     	REA1001  	RES_0603_S4C      	122.776       	94.079        	Top    	180.0    	1kR 1%         	            	                 
R5     	REA1001  	RES_0603_S4C      	122.894       	91.416        	Top    	180.0    	1kR 1%         	            	                 
R6     	REA1003  	RES_0603_S4C      	134.032       	93.347        	Top    	90.0     	100kR 1%       	            	                 
R7     	REA1002  	RES_0603_S4C      	131.497       	93.402        	Top    	180.0    	10kR 1%        	            	                 
R8     	REA1003  	RES_0603_S4C      	152.247       	92.892        	Bottom 	0.0      	100kR 1%       	            	                 
R9     	REA1003  	RES_0603_S4C      	132.092       	86.705        	Top    	180.0    	100kR 1%       	            	                 
R10    	REA1801  	RES_0603_S4C      	146.662       	94.183        	Top    	0.0      	1.8kR 1%       	            	                 
R11    	REA1801  	RES_0603_S4C      	132.493       	67.643        	Top    	180.0    	1.8kR 1%       	            	                 
R12    	REA1002  	RES_0603_S4C      	134.715       	70.139        	Top    	270.0    	10kR 1%        	            	                 
R13    	REA1002  	RES_0603_S4C      	130.495       	90.927        	Top    	270.0    	10kR 1%        	            	                 
R14    	REA6800  	RES_0603_S4C      	131.94        	76.536        	Top    	180.0    	680R 1%        	            	                 
R15    	REA1002  	RES_0603_S4C      	137.634       	74.62         	Top    	270.0    	10kR 1%        	            	                 
R16    	REA1002  	RES_0603_S4C      	139.761       	91.512        	Bottom 	270.0    	10kR 1%        	            	                 
U1     	LRE0002  	SOIC-8/150mil_S4C 	152.284       	73.663        	Bottom 	270.0    	KF33BD         	            	                 
U2     	NVM0001  	SOT23-5_S4C       	126.831       	91.922        	Top    	0.0      	AT24C02D_SOT23 	            	                 
U3     	MCO0001  	TSSOP-20_S4C      	142.64        	89.243        	Top    	0.0      	STM32F042FxPx  	            	                 
C1     	CAA1003  	CAP_0603_S4C      	32.374        	99.59         	Bottom 	270.0    	100nF 10% 50V  	            	                 
C2     	CAA1003  	CAP_0603_S4C      	7.28          	121.836       	Top    	0.0      	100nF 10% 50V  	            	                 
C3     	CAA1003  	CAP_0603_S4C      	31.724        	113.923       	Bottom 	180.0    	100nF 10% 50V  	            	                 
C4     	CAB1005  	CAP_0805_S4C      	31.942        	111.7         	Bottom 	180.0    	10uF 10% 25V   	            	                 
C5     	CAA1004  	CAP_0603_S4C      	34.063        	99.604        	Bottom 	270.0    	1uF 10% 25V    	            	                 
C6     	CAA1003  	CAP_0603_S4C      	11.792        	120.742       	Top    	0.0      	100nF 10% 50V  	            	                 
C7     	CAA1003  	CAP_0603_S4C      	22.312        	121.759       	Bottom 	180.0    	100nF 10% 50V  	            	                 
C8     	CAA1003  	CAP_0603_S4C      	22.235        	123.568       	Bottom 	180.0    	100nF 10% 50V  	            	                 
C9     	CAA1004  	CAP_0603_S4C      	22.245        	119.286       	Bottom 	180.0    	1uF 10% 25V    	            	                 
D1     	DIO0001  	SOD-123FL_S4C     	27.94         	99.345        	Bottom 	180.0    	SKL16          	            	                 
D2     	DIO0001  	SOD-123FL_S4C     	36.251        	111.816       	Bottom 	90.0     	SKL16          	            	                 
D3     	LED0001  	DIO_0603_S4C      	28.207        	125.089       	Top    	180.0    	RUB190TS       	            	                 
F1     	FSA7500  	RES_0603_S4C      	18.324        	98.845        	Top    	0.0      	               	Fuse        	                 
FD1    	FIDUCIAL 	FIDUCIAL_S4C      	36.136        	122.571       	Top    	90.0     	               	            	                 
FD2    	FIDUCIAL 	FIDUCIAL_S4C      	3.121         	100.588       	Top    	90.0     	               	            	                 
FD3    	FIDUCIAL 	FIDUCIAL_S4C      	35.66         	99.24         	Top    	90.0     	               	            	                 
FD4    	FIDUCIAL 	FIDUCIAL_S4C      	28.893        	126.082       	Bottom 	270.0    	               	            	                 
FD5    	FIDUCIAL 	FIDUCIAL_S4C      	1.837         	122.447       	Bottom 	270.0    	               	            	                 
FD6    	FIDUCIAL 	FIDUCIAL_S4C      	2.066         	99.58         	Bottom 	270.0    	               	            	                 
Q1     	TRF0002  	SOT23_S4C         	16.434        	125.955       	Top    	0.0      	BSS84.215      	            	                 
Q2     	TRF0001  	SOT23_S4C         	11.611        	102.808       	Top    	180.0    	NX7002AK       	            	                 
Q3     	TRF0001  	SOT23_S4C         	11.62         	106.342       	Top    	180.0    	NX7002AK       	            	                 
Q4     	TRF0001  	SOT23_S4C         	26.119        	117.409       	Bottom 	180.0    	NX7002AK       	            	                 
Q5     	TRF0001  	SOT23_S4C         	16.398        	125.601       	Bottom 	0.0      	NX7002AK       	            	                 
R1     	REA1003  	RES_0603_S4C      	34.821        	121.693       	Bottom 	270.0    	100kR 1%       	            	                 
R2     	REA1002  	RES_0603_S4C      	35.54         	106.051       	Bottom 	270.0    	10kR 1%        	            	                 
R3     	REA1002  	RES_0603_S4C      	20.053        	126.607       	Top    	0.0      	10kR 1%        	            	                 
R4     	REA1001  	RES_0603_S4C      	2.476         	126.559       	Top    	180.0    	1kR 1%         	            	                 
R5     	REA1001  	RES_0603_S4C      	2.594         	123.896       	Top    	180.0    	1kR 1%         	            	                 
R6     	REA1003  	RES_0603_S4C      	13.732        	125.827       	Top    	90.0     	100kR 1%       	            	                 
R7     	REA1002  	RES_0603_S4C      	11.197        	125.882       	Top    	180.0    	10kR 1%        	            	                 
R8     	REA1003  	RES_0603_S4C      	31.947        	125.372       	Bottom 	0.0      	100kR 1%       	            	                 
R9     	REA1003  	RES_0603_S4C      	11.792        	119.185       	Top    	180.0    	100kR 1%       	            	                 
R10    	REA1801  	RES_0603_S4C      	26.362        	126.663       	Top    	0.0      	1.8kR 1%       	            	                 
R11    	REA1801  	RES_0603_S4C      	12.193        	100.123       	Top    	180.0    	1.8kR 1%       	            	                 
R12    	REA1002  	RES_0603_S4C      	14.415        	102.619       	Top    	270.0    	10kR 1%        	            	                 
R13    	REA1002  	RES_0603_S4C      	10.195        	123.407       	Top    	270.0    	10kR 1%        	            	                 
R14    	REA6800  	RES_0603_S4C      	11.64         	109.016       	Top    	180.0    	680R 1%        	            	                 
R15    	REA1002  	RES_0603_S4C      	17.334        	107.1         	Top    	270.0    	10kR 1%        	            	                 
R16    	REA1002  	RES_0603_S4C      	19.461        	123.992       	Bottom 	270.0    	10kR 1%        	            	                 
U1     	LRE0002  	SOIC-8/150mil_S4C 	31.984        	106.143       	Bottom 	270.0    	KF33BD         	            	                 
U2     	NVM0001  	SOT23-5_S4C       	6.531         	124.402       	Top    	0.0      	AT24C02D_SOT23 	            	                 
U3     	MCO0001  	TSSOP-20_S4C      	22.34         	121.723       	Top    	0.0      	STM32F042FxPx  	            	                 
C1     	CAA1003  	CAP_0603_S4C      	72.474        	99.59         	Bottom 	270.0    	100nF 10% 50V  	            	                 
C2     	CAA1003  	CAP_0603_S4C      	47.38         	121.836       	Top    	0.0      	100nF 10% 50V  	            	                 
C3     	CAA1003  	CAP_0603_S4C      	71.824        	113.923       	Bottom 	180.0    	100nF 10% 50V  	            	                 
C4     	CAB1005  	CAP_0805_S4C      	72.042        	111.7         	Bottom 	180.0    	10uF 10% 25V   	            	                 
C5     	CAA1004  	CAP_0603_S4C      	74.163        	99.604        	Bottom 	270.0    	1uF 10% 25V    	            	                 
C6     	CAA1003  	CAP_0603_S4C      	51.892        	120.742       	Top    	0.0      	100nF 10% 50V  	            	                 
C7     	CAA1003  	CAP_0603_S4C      	62.412        	121.759       	Bottom 	180.0    	100nF 10% 50V  	            	                 
C8     	CAA1003  	CAP_0603_S4C      	62.335        	123.568       	Bottom 	180.0    	100nF 10% 50V  	            	                 
C9     	CAA1004  	CAP_0603_S4C      	62.345        	119.286       	Bottom 	180.0    	1uF 10% 25V    	            	                 
D1     	DIO0001  	SOD-123FL_S4C     	68.04         	99.345        	Bottom 	180.0    	SKL16          	            	                 
D2     	DIO0001  	SOD-123FL_S4C     	76.351        	111.816       	Bottom 	90.0     	SKL16          	            	                 
D3     	LED0001  	DIO_0603_S4C      	68.307        	125.089       	Top    	180.0    	RUB190TS       	            	                 
F1     	FSA7500  	RES_0603_S4C      	58.424        	98.845        	Top    	0.0      	               	Fuse        	                 
FD1    	FIDUCIAL 	FIDUCIAL_S4C      	76.236        	122.571       	Top    	90.0     	               	            	                 
FD2    	FIDUCIAL 	FIDUCIAL_S4C      	43.221        	100.588       	Top    	90.0     	               	            	                 
FD3    	FIDUCIAL 	FIDUCIAL_S4C      	75.76         	99.24         	Top    	90.0     	               	            	                 
FD4    	FIDUCIAL 	FIDUCIAL_S4C      	68.993        	126.082       	Bottom 	270.0    	               	            	                 
FD5    	FIDUCIAL 	FIDUCIAL_S4C      	41.937        	122.447       	Bottom 	270.0    	               	            	                 
FD6    	FIDUCIAL 	FIDUCIAL_S4C      	42.166        	99.58         	Bottom 	270.0    	               	            	                 
Q1     	TRF0002  	SOT23_S4C         	56.534        	125.955       	Top    	0.0      	BSS84.215      	            	                 
Q2     	TRF0001  	SOT23_S4C         	51.711        	102.808       	Top    	180.0    	NX7002AK       	            	                 
Q3     	TRF0001  	SOT23_S4C         	51.72         	106.342       	Top    	180.0    	NX7002AK       	            	                 
Q4     	TRF0001  	SOT23_S4C         	66.219        	117.409       	Bottom 	180.0    	NX7002AK       	            	                 
Q5     	TRF0001  	SOT23_S4C         	56.498        	125.601       	Bottom 	0.0      	NX7002AK       	            	                 
R1     	REA1003  	RES_0603_S4C      	74.921        	121.693       	Bottom 	270.0    	100kR 1%       	            	                 
R2     	REA1002  	RES_0603_S4C      	75.64         	106.051       	Bottom 	270.0    	10kR 1%        	            	                 
R3     	REA1002  	RES_0603_S4C      	60.153        	126.607       	Top    	0.0      	10kR 1%        	            	                 
R4     	REA1001  	RES_0603_S4C      	42.576        	126.559       	Top    	180.0    	1kR 1%         	            	                 
R5     	REA1001  	RES_0603_S4C      	42.694        	123.896       	Top    	180.0    	1kR 1%         	            	                 
R6     	REA1003  	RES_0603_S4C      	53.832        	125.827       	Top    	90.0     	100kR 1%       	            	                 
R7     	REA1002  	RES_0603_S4C      	51.297        	125.882       	Top    	180.0    	10kR 1%        	            	                 
R8     	REA1003  	RES_0603_S4C      	72.047        	125.372       	Bottom 	0.0      	100kR 1%       	            	                 
R9     	REA1003  	RES_0603_S4C      	51.892        	119.185       	Top    	180.0    	100kR 1%       	            	                 
R10    	REA1801  	RES_0603_S4C      	66.462        	126.663       	Top    	0.0      	1.8kR 1%       	            	                 
R11    	REA1801  	RES_0603_S4C      	52.293        	100.123       	Top    	180.0    	1.8kR 1%       	            	                 
R12    	REA1002  	RES_0603_S4C      	54.515        	102.619       	Top    	270.0    	10kR 1%        	            	                 
R13    	REA1002  	RES_0603_S4C      	50.295        	123.407       	Top    	270.0    	10kR 1%        	            	                 
R14    	REA6800  	RES_0603_S4C      	51.74         	109.016       	Top    	180.0    	680R 1%        	            	                 
R15    	REA1002  	RES_0603_S4C      	57.434        	107.1         	Top    	270.0    	10kR 1%        	            	                 
R16    	REA1002  	RES_0603_S4C      	59.561        	123.992       	Bottom 	270.0    	10kR 1%        	            	                 
U1     	LRE0002  	SOIC-8/150mil_S4C 	72.084        	106.143       	Bottom 	270.0    	KF33BD         	            	                 
U2     	NVM0001  	SOT23-5_S4C       	46.631        	124.402       	Top    	0.0      	AT24C02D_SOT23 	            	                 
U3     	MCO0001  	TSSOP-20_S4C      	62.44         	121.723       	Top    	0.0      	STM32F042FxPx  	            	                 
C1     	CAA1003  	CAP_0603_S4C      	112.574       	99.59         	Bottom 	270.0    	100nF 10% 50V  	            	                 
C2     	CAA1003  	CAP_0603_S4C      	87.48         	121.836       	Top    	0.0      	100nF 10% 50V  	            	                 
C3     	CAA1003  	CAP_0603_S4C      	111.924       	113.923       	Bottom 	180.0    	100nF 10% 50V  	            	                 
C4     	CAB1005  	CAP_0805_S4C      	112.142       	111.7         	Bottom 	180.0    	10uF 10% 25V   	            	                 
C5     	CAA1004  	CAP_0603_S4C      	114.263       	99.604        	Bottom 	270.0    	1uF 10% 25V    	            	                 
C6     	CAA1003  	CAP_0603_S4C      	91.992        	120.742       	Top    	0.0      	100nF 10% 50V  	            	                 
C7     	CAA1003  	CAP_0603_S4C      	102.512       	121.759       	Bottom 	180.0    	100nF 10% 50V  	            	                 
C8     	CAA1003  	CAP_0603_S4C      	102.435       	123.568       	Bottom 	180.0    	100nF 10% 50V  	            	                 
C9     	CAA1004  	CAP_0603_S4C      	102.445       	119.286       	Bottom 	180.0    	1uF 10% 25V    	            	                 
D1     	DIO0001  	SOD-123FL_S4C     	108.14        	99.345        	Bottom 	180.0    	SKL16          	            	                 
D2     	DIO0001  	SOD-123FL_S4C     	116.451       	111.816       	Bottom 	90.0     	SKL16          	            	                 
D3     	LED0001  	DIO_0603_S4C      	108.407       	125.089       	Top    	180.0    	RUB190TS       	            	                 
F1     	FSA7500  	RES_0603_S4C      	98.524        	98.845        	Top    	0.0      	               	Fuse        	                 
FD1    	FIDUCIAL 	FIDUCIAL_S4C      	116.336       	122.571       	Top    	90.0     	               	            	                 
FD2    	FIDUCIAL 	FIDUCIAL_S4C      	83.321        	100.588       	Top    	90.0     	               	            	                 
FD3    	FIDUCIAL 	FIDUCIAL_S4C      	115.86        	99.24         	Top    	90.0     	               	            	                 
FD4    	FIDUCIAL 	FIDUCIAL_S4C      	109.093       	126.082       	Bottom 	270.0    	               	            	                 
FD5    	FIDUCIAL 	FIDUCIAL_S4C      	82.037        	122.447       	Bottom 	270.0    	               	            	                 
FD6    	FIDUCIAL 	FIDUCIAL_S4C      	82.266        	99.58         	Bottom 	270.0    	               	            	                 
Q1     	TRF0002  	SOT23_S4C         	96.634        	125.955       	Top    	0.0      	BSS84.215      	            	                 
Q2     	TRF0001  	SOT23_S4C         	91.811        	102.808       	Top    	180.0    	NX7002AK       	            	                 
Q3     	TRF0001  	SOT23_S4C         	91.82         	106.342       	Top    	180.0    	NX7002AK       	            	                 
Q4     	TRF0001  	SOT23_S4C         	106.319       	117.409       	Bottom 	180.0    	NX7002AK       	            	                 
Q5     	TRF0001  	SOT23_S4C         	96.598        	125.601       	Bottom 	0.0      	NX7002AK       	            	                 
R1     	REA1003  	RES_0603_S4C      	115.021       	121.693       	Bottom 	270.0    	100kR 1%       	            	                 
R2     	REA1002  	RES_0603_S4C      	115.74        	106.051       	Bottom 	270.0    	10kR 1%        	            	                 
R3     	REA1002  	RES_0603_S4C      	100.253       	126.607       	Top    	0.0      	10kR 1%        	            	                 
R4     	REA1001  	RES_0603_S4C      	82.676        	126.559       	Top    	180.0    	1kR 1%         	            	                 
R5     	REA1001  	RES_0603_S4C      	82.794        	123.896       	Top    	180.0    	1kR 1%         	            	                 
R6     	REA1003  	RES_0603_S4C      	93.932        	125.827       	Top    	90.0     	100kR 1%       	            	                 
R7     	REA1002  	RES_0603_S4C      	91.397        	125.882       	Top    	180.0    	10kR 1%        	            	                 
R8     	REA1003  	RES_0603_S4C      	112.147       	125.372       	Bottom 	0.0      	100kR 1%       	            	                 
R9     	REA1003  	RES_0603_S4C      	91.992        	119.185       	Top    	180.0    	100kR 1%       	            	                 
R10    	REA1801  	RES_0603_S4C      	106.562       	126.663       	Top    	0.0      	1.8kR 1%       	            	                 
R11    	REA1801  	RES_0603_S4C      	92.393        	100.123       	Top    	180.0    	1.8kR 1%       	            	                 
R12    	REA1002  	RES_0603_S4C      	94.615        	102.619       	Top    	270.0    	10kR 1%        	            	                 
R13    	REA1002  	RES_0603_S4C      	90.395        	123.407       	Top    	270.0    	10kR 1%        	            	                 
R14    	REA6800  	RES_0603_S4C      	91.84         	109.016       	Top    	180.0    	680R 1%        	            	                 
R15    	REA1002  	RES_0603_S4C      	97.534        	107.1         	Top    	270.0    	10kR 1%        	            	                 
R16    	REA1002  	RES_0603_S4C      	99.661        	123.992       	Bottom 	270.0    	10kR 1%        	            	                 
U1     	LRE0002  	SOIC-8/150mil_S4C 	112.184       	106.143       	Bottom 	270.0    	KF33BD         	            	                 
U2     	NVM0001  	SOT23-5_S4C       	86.731        	124.402       	Top    	0.0      	AT24C02D_SOT23 	            	                 
U3     	MCO0001  	TSSOP-20_S4C      	102.54        	121.723       	Top    	0.0      	STM32F042FxPx  	            	                 
C1     	CAA1003  	CAP_0603_S4C      	152.674       	99.59         	Bottom 	270.0    	100nF 10% 50V  	            	                 
C2     	CAA1003  	CAP_0603_S4C      	127.58        	121.836       	Top    	0.0      	100nF 10% 50V  	            	                 
C3     	CAA1003  	CAP_0603_S4C      	152.024       	113.923       	Bottom 	180.0    	100nF 10% 50V  	            	                 
C4     	CAB1005  	CAP_0805_S4C      	152.242       	111.7         	Bottom 	180.0    	10uF 10% 25V   	            	                 
C5     	CAA1004  	CAP_0603_S4C      	154.363       	99.604        	Bottom 	270.0    	1uF 10% 25V    	            	                 
C6     	CAA1003  	CAP_0603_S4C      	132.092       	120.742       	Top    	0.0      	100nF 10% 50V  	            	                 
C7     	CAA1003  	CAP_0603_S4C      	142.612       	121.759       	Bottom 	180.0    	100nF 10% 50V  	            	                 
C8     	CAA1003  	CAP_0603_S4C      	142.535       	123.568       	Bottom 	180.0    	100nF 10% 50V  	            	                 
C9     	CAA1004  	CAP_0603_S4C      	142.545       	119.286       	Bottom 	180.0    	1uF 10% 25V    	            	                 
D1     	DIO0001  	SOD-123FL_S4C     	148.24        	99.345        	Bottom 	180.0    	SKL16          	            	                 
D2     	DIO0001  	SOD-123FL_S4C     	156.551       	111.816       	Bottom 	90.0     	SKL16          	            	                 
D3     	LED0001  	DIO_0603_S4C      	148.507       	125.089       	Top    	180.0    	RUB190TS       	            	                 
F1     	FSA7500  	RES_0603_S4C      	138.624       	98.845        	Top    	0.0      	               	Fuse        	                 
FD1    	FIDUCIAL 	FIDUCIAL_S4C      	156.436       	122.571       	Top    	90.0     	               	            	                 
FD2    	FIDUCIAL 	FIDUCIAL_S4C      	123.421       	100.588       	Top    	90.0     	               	            	                 
FD3    	FIDUCIAL 	FIDUCIAL_S4C      	155.96        	99.24         	Top    	90.0     	               	            	                 
FD4    	FIDUCIAL 	FIDUCIAL_S4C      	149.193       	126.082       	Bottom 	270.0    	               	            	                 
FD5    	FIDUCIAL 	FIDUCIAL_S4C      	122.137       	122.447       	Bottom 	270.0    	               	            	                 
FD6    	FIDUCIAL 	FIDUCIAL_S4C      	122.366       	99.58         	Bottom 	270.0    	               	            	                 
Q1     	TRF0002  	SOT23_S4C         	136.734       	125.955       	Top    	0.0      	BSS84.215      	            	                 
Q2     	TRF0001  	SOT23_S4C         	131.911       	102.808       	Top    	180.0    	NX7002AK       	            	                 
Q3     	TRF0001  	SOT23_S4C         	131.92        	106.342       	Top    	180.0    	NX7002AK       	            	                 
Q4     	TRF0001  	SOT23_S4C         	146.419       	117.409       	Bottom 	180.0    	NX7002AK       	            	                 
Q5     	TRF0001  	SOT23_S4C         	136.698       	125.601       	Bottom 	0.0      	NX7002AK       	            	                 
R1     	REA1003  	RES_0603_S4C      	155.121       	121.693       	Bottom 	270.0    	100kR 1%       	            	                 
R2     	REA1002  	RES_0603_S4C      	155.84        	106.051       	Bottom 	270.0    	10kR 1%        	            	                 
R3     	REA1002  	RES_0603_S4C      	140.353       	126.607       	Top    	0.0      	10kR 1%        	            	                 
R4     	REA1001  	RES_0603_S4C      	122.776       	126.559       	Top    	180.0    	1kR 1%         	            	                 
R5     	REA1001  	RES_0603_S4C      	122.894       	123.896       	Top    	180.0    	1kR 1%         	            	                 
R6     	REA1003  	RES_0603_S4C      	134.032       	125.827       	Top    	90.0     	100kR 1%       	            	                 
R7     	REA1002  	RES_0603_S4C      	131.497       	125.882       	Top    	180.0    	10kR 1%        	            	                 
R8     	REA1003  	RES_0603_S4C      	152.247       	125.372       	Bottom 	0.0      	100kR 1%       	            	                 
R9     	REA1003  	RES_0603_S4C      	132.092       	119.185       	Top    	180.0    	100kR 1%       	            	                 
R10    	REA1801  	RES_0603_S4C      	146.662       	126.663       	Top    	0.0      	1.8kR 1%       	            	                 
R11    	REA1801  	RES_0603_S4C      	132.493       	100.123       	Top    	180.0    	1.8kR 1%       	            	                 
R12    	REA1002  	RES_0603_S4C      	134.715       	102.619       	Top    	270.0    	10kR 1%        	            	                 
R13    	REA1002  	RES_0603_S4C      	130.495       	123.407       	Top    	270.0    	10kR 1%        	            	                 
R14    	REA6800  	RES_0603_S4C      	131.94        	109.016       	Top    	180.0    	680R 1%        	            	                 
R15    	REA1002  	RES_0603_S4C      	137.634       	107.1         	Top    	270.0    	10kR 1%        	            	                 
R16    	REA1002  	RES_0603_S4C      	139.761       	123.992       	Bottom 	270.0    	10kR 1%        	            	                 
U1     	LRE0002  	SOIC-8/150mil_S4C 	152.284       	106.143       	Bottom 	270.0    	KF33BD         	            	                 
U2     	NVM0001  	SOT23-5_S4C       	126.831       	124.402       	Top    	0.0      	AT24C02D_SOT23 	            	                 
U3     	MCO0001  	TSSOP-20_S4C      	142.64        	121.723       	Top    	0.0      	STM32F042FxPx  	            	                 
C1     	CAA1003  	CAP_0603_S4C      	32.374        	132.07        	Bottom 	270.0    	100nF 10% 50V  	            	                 
C2     	CAA1003  	CAP_0603_S4C      	7.28          	154.316       	Top    	0.0      	100nF 10% 50V  	            	                 
C3     	CAA1003  	CAP_0603_S4C      	31.724        	146.403       	Bottom 	180.0    	100nF 10% 50V  	            	                 
C4     	CAB1005  	CAP_0805_S4C      	31.942        	144.18        	Bottom 	180.0    	10uF 10% 25V   	            	                 
C5     	CAA1004  	CAP_0603_S4C      	34.063        	132.084       	Bottom 	270.0    	1uF 10% 25V    	            	                 
C6     	CAA1003  	CAP_0603_S4C      	11.792        	153.222       	Top    	0.0      	100nF 10% 50V  	            	                 
C7     	CAA1003  	CAP_0603_S4C      	22.312        	154.239       	Bottom 	180.0    	100nF 10% 50V  	            	                 
C8     	CAA1003  	CAP_0603_S4C      	22.235        	156.048       	Bottom 	180.0    	100nF 10% 50V  	            	                 
C9     	CAA1004  	CAP_0603_S4C      	22.245        	151.766       	Bottom 	180.0    	1uF 10% 25V    	            	                 
D1     	DIO0001  	SOD-123FL_S4C     	27.94         	131.825       	Bottom 	180.0    	SKL16          	            	                 
D2     	DIO0001  	SOD-123FL_S4C     	36.251        	144.296       	Bottom 	90.0     	SKL16          	            	                 
D3     	LED0001  	DIO_0603_S4C      	28.207        	157.569       	Top    	180.0    	RUB190TS       	            	                 
F1     	FSA7500  	RES_0603_S4C      	18.324        	131.325       	Top    	0.0      	               	Fuse        	                 
FD1    	FIDUCIAL 	FIDUCIAL_S4C      	36.136        	155.051       	Top    	90.0     	               	            	                 
FD2    	FIDUCIAL 	FIDUCIAL_S4C      	3.121         	133.068       	Top    	90.0     	               	            	                 
FD3    	FIDUCIAL 	FIDUCIAL_S4C      	35.66         	131.72        	Top    	90.0     	               	            	                 
FD4    	FIDUCIAL 	FIDUCIAL_S4C      	28.893        	158.562       	Bottom 	270.0    	               	            	                 
FD5    	FIDUCIAL 	FIDUCIAL_S4C      	1.837         	154.927       	Bottom 	270.0    	               	            	                 
FD6    	FIDUCIAL 	FIDUCIAL_S4C      	2.066         	132.06        	Bottom 	270.0    	               	            	                 
Q1     	TRF0002  	SOT23_S4C         	16.434        	158.435       	Top    	0.0      	BSS84.215      	            	                 
Q2     	TRF0001  	SOT23_S4C         	11.611        	135.288       	Top    	180.0    	NX7002AK       	            	                 
Q3     	TRF0001  	SOT23_S4C         	11.62         	138.822       	Top    	180.0    	NX7002AK       	            	                 
Q4     	TRF0001  	SOT23_S4C         	26.119        	149.889       	Bottom 	180.0    	NX7002AK       	            	                 
Q5     	TRF0001  	SOT23_S4C         	16.398        	158.081       	Bottom 	0.0      	NX7002AK       	            	                 
R1     	REA1003  	RES_0603_S4C      	34.821        	154.173       	Bottom 	270.0    	100kR 1%       	            	                 
R2     	REA1002  	RES_0603_S4C      	35.54         	138.531       	Bottom 	270.0    	10kR 1%        	            	                 
R3     	REA1002  	RES_0603_S4C      	20.053        	159.087       	Top    	0.0      	10kR 1%        	            	                 
R4     	REA1001  	RES_0603_S4C      	2.476         	159.039       	Top    	180.0    	1kR 1%         	            	                 
R5     	REA1001  	RES_0603_S4C      	2.594         	156.376       	Top    	180.0    	1kR 1%         	            	                 
R6     	REA1003  	RES_0603_S4C      	13.732        	158.307       	Top    	90.0     	100kR 1%       	            	                 
R7     	REA1002  	RES_0603_S4C      	11.197        	158.362       	Top    	180.0    	10kR 1%        	            	                 
R8     	REA1003  	RES_0603_S4C      	31.947        	157.852       	Bottom 	0.0      	100kR 1%       	            	                 
R9     	REA1003  	RES_0603_S4C      	11.792        	151.665       	Top    	180.0    	100kR 1%       	            	                 
R10    	REA1801  	RES_0603_S4C      	26.362        	159.143       	Top    	0.0      	1.8kR 1%       	            	                 
R11    	REA1801  	RES_0603_S4C      	12.193        	132.603       	Top    	180.0    	1.8kR 1%       	            	                 
R12    	REA1002  	RES_0603_S4C      	14.415        	135.099       	Top    	270.0    	10kR 1%        	            	                 
R13    	REA1002  	RES_0603_S4C      	10.195        	155.887       	Top    	270.0    	10kR 1%        	            	                 
R14    	REA6800  	RES_0603_S4C      	11.64         	141.496       	Top    	180.0    	680R 1%        	            	                 
R15    	REA1002  	RES_0603_S4C      	17.334        	139.58        	Top    	270.0    	10kR 1%        	            	                 
R16    	REA1002  	RES_0603_S4C      	19.461        	156.472       	Bottom 	270.0    	10kR 1%        	            	                 
U1     	LRE0002  	SOIC-8/150mil_S4C 	31.984        	138.623       	Bottom 	270.0    	KF33BD         	            	                 
U2     	NVM0001  	SOT23-5_S4C       	6.531         	156.882       	Top    	0.0      	AT24C02D_SOT23 	            	                 
U3     	MCO0001  	TSSOP-20_S4C      	22.34         	154.203       	Top    	0.0      	STM32F042FxPx  	            	                 
C1     	CAA1003  	CAP_0603_S4C      	72.474        	132.07        	Bottom 	270.0    	100nF 10% 50V  	            	                 
C2     	CAA1003  	CAP_0603_S4C      	47.38         	154.316       	Top    	0.0      	100nF 10% 50V  	            	                 
C3     	CAA1003  	CAP_0603_S4C      	71.824        	146.403       	Bottom 	180.0    	100nF 10% 50V  	            	                 
C4     	CAB1005  	CAP_0805_S4C      	72.042        	144.18        	Bottom 	180.0    	10uF 10% 25V   	            	                 
